0.00381989	1231.71	51.2768	0.000614064
0.00442113	1690.48	11.8727	0.000639207
0.00502237	1183.79	4.86363	0.00065362
0.00562361	852.993	2.46478	0.000652252
0.00622484	744.837	1.74676	0.000655927
0.00682608	663.058	1.31742	0.000668342
0.00742732	545.501	1.02439	0.000673192
0.00802855	463.095	0.903715	0.000673119
0.00862979	387.978	0.80188	0.000673112
0.00923103	339.434	0.7103	0.000673771
0.00983226	294.147	0.650989	0.00067327
0.0104335	257.703	0.579071	0.000673658
0.0110347	227.652	0.530263	0.000673834
0.011636	203.537	0.484697	0.000673648
0.0122372	182.783	0.448445	0.000674477
0.0128384	164.483	0.410067	0.000674291
0.0134397	149.361	0.38697	0.000674709
0.0140409	135.402	0.354961	0.00067528
0.0146422	123.627	0.333364	0.000675183
0.0152434	112.365	0.311432	0.000675716
0.0158446	102.766	0.290738	0.000676559
0.0164459	93.9081	0.272666	0.000676348
0.0170471	86.1123	0.256057	0.000676981
0.0176483	79.96	0.242581	0.000677456
0.0182496	74.5201	0.229147	0.000677231
0.0188508	68.668	0.217945	0.000677777
0.0194521	63.5752	0.204956	0.000678348
0.0200533	59.7643	0.196578	0.000678759
0.0206545	55.3963	0.185731	0.000678963
0.0212558	51.9029	0.177616	0.000679691
0.021857	48.7095	0.171357	0.000680259
0.0224582	45.8799	0.163667	0.000680763
0.0230595	42.7895	0.156349	0.000681087
0.0236607	40.2685	0.149759	0.000681697
0.024262	37.9495	0.143792	0.000682496
0.0248632	35.7315	0.137235	0.000682548
0.0254644	33.6891	0.132874	0.000683323
0.0260657	31.927	0.127314	0.000684111
0.0266669	30.2286	0.123257	0.000684494
0.0272681	28.5007	0.1183	0.000685064
0.0278694	27.0667	0.113902	0.000685617
0.0284706	25.6433	0.109723	0.000685995
0.0290718	24.2672	0.105728	0.000686681
0.0296731	23.0344	0.102053	0.000687029
0.0302743	21.9645	0.0986895	0.000687602
0.0308756	20.8971	0.0955402	0.000688348
0.0314768	19.9465	0.0921803	0.000688682
0.032078	18.9278	0.0893453	0.000689265
0.0326793	18.2235	0.0865927	0.000690007
0.0332805	17.1028	0.0833441	0.000690894
0.0338817	16.4678	0.0808748	0.000691358
0.034483	15.7771	0.0786693	0.000692194
0.0350842	15.1286	0.0763114	0.00069302
0.0356855	14.5143	0.07417	0.000693662
0.0362867	13.8848	0.0721223	0.000694512
0.0368879	13.3832	0.0699789	0.000695259
0.0374892	12.7099	0.0680541	0.000695865
0.0380904	12.3001	0.0663172	0.000696859
0.0386916	11.6818	0.0645813	0.000697798
0.0392929	11.3815	0.0631008	0.00069875
0.0398941	10.8234	0.0611772	0.000699672
0.0404954	10.3897	0.0597586	0.000700254
0.0410966	9.968	0.0581657	0.0007015
0.0416978	9.51192	0.0563529	0.000702336
0.0422991	9.25156	0.0551876	0.00070326
0.0429003	8.89675	0.0541025	0.000704118
0.0435015	8.64807	0.0531396	0.000704909
0.0441028	8.2884	0.0514379	0.000705683
0.044704	8.06306	0.0505571	0.000706513
0.0453052	7.66224	0.0491669	0.000707693
0.0459065	7.43319	0.0482788	0.000708762
0.0465077	7.05692	0.0467774	0.000710192
0.047109	6.94527	0.0459712	0.000711173
0.0477102	6.63512	0.0452412	0.000711808
0.0483114	6.47362	0.0441014	0.000712574
0.0489127	6.28489	0.0434456	0.000713178
0.0495139	6.03688	0.0424919	0.000714208
0.0501151	5.90524	0.0415227	0.000715447
0.0507164	5.69998	0.0408856	0.000716605
0.0513176	5.54242	0.0399432	0.000717809
0.0519189	5.30393	0.0392163	0.000718162
0.0520226	5.23571	0.00249444	0.00344529
0.0525201	5.24227	0.0389902	0.000719269
0.0531213	5.03902	0.0378389	0.000720843
0.0537226	4.83074	0.0370451	0.000721434
0.0543238	4.74394	0.0365842	0.000722414
0.054925	4.63135	0.0358808	0.000723981
0.0555263	4.47606	0.0353445	0.000724946
0.0559679	4.3346	0.00217415	0.00344628
0.0561275	4.36326	0.0345983	0.000725878
0.0567288	4.24249	0.0341015	0.000727555
0.05733	4.11074	0.0335658	0.000728442
0.0579312	3.99962	0.0329489	0.000729106
0.0585325	3.92647	0.0326134	0.000730556
0.0591337	3.76863	0.0320179	0.000731815
0.0597349	3.66559	0.0316042	0.000733191
0.0599132	3.61037	0.00189872	0.00344793
0.0603362	3.56971	0.0311154	0.00073473
0.0609374	3.50363	0.0310287	0.000736021
0.0615386	3.37805	0.0306022	0.000737944
0.0621399	3.34252	0.0303935	0.000739938
0.0627411	3.1562	0.0299854	0.000741314
0.0633424	3.14107	0.0299036	0.000742686
0.0638586	3.05037	0.00167374	0.00345668
0.0639436	3.11114	0.0299632	0.000744394
0.0645448	2.97718	0.0296844	0.000747027
0.0651461	2.93215	0.029572	0.000749443
0.0657473	2.90435	0.0298074	0.000751549
0.0663485	2.79879	0.029666	0.000754208
0.0669498	2.6732	0.0296276	0.000756379
0.067551	2.68106	0.030031	0.000758532
0.0678039	2.61058	0.00145804	0.00346071
0.0681523	2.62338	0.0303954	0.000761639
0.0687535	2.48323	0.0301625	0.000763969
0.0693547	2.48784	0.0306946	0.000766525
0.069956	2.29736	0.0306882	0.00076965
0.0705572	2.34379	0.0312761	0.000772165
0.0711584	2.21733	0.0313964	0.000774403
0.0717492	2.24866	0.00129787	0.00346499
0.0717597	2.185	0.0319938	0.000776404
0.0723609	2.17247	0.0330332	0.000778652
0.0729621	2.11685	0.0327538	0.000780661
0.0735634	2.11269	0.0337682	0.00078286
0.0741646	1.99576	0.0335432	0.000785736
0.0747659	1.92924	0.0339339	0.000788449
0.0753671	1.91242	0.0348888	0.000789826
0.0756946	1.95048	0.00114686	0.00347306
0.0759683	1.95265	0.0355569	0.000791132
0.0765696	1.79818	0.0363856	0.00079395
0.0771708	1.73714	0.0368679	0.000796136
0.077772	1.77858	0.0375092	0.000798194
0.0783733	1.66912	0.0372631	0.000800609
0.0789745	1.65211	0.0389849	0.000802404
0.0795758	1.58823	0.0395671	0.000804284
0.0796399	1.69686	0.00101769	0.00348073
0.0835852	1.48319	0.000913366	0.00348445
0.0875305	1.28978	0.000814471	0.00349679
0.0914759	1.12079	0.000729138	0.00350518
0.0954212	0.966177	0.000655065	0.00350842
0.0993665	0.823173	0.000587696	0.00351732
0.103312	0.691242	0.000522241	0.00352803
0.107257	0.573261	0.000463072	0.0035404
0.111203	0.466115	0.000412898	0.00354998
0.115148	0.372948	0.000364782	0.0035655
0.119093	0.296611	0.000326295	0.0035761
0.123039	0.231903	0.000289899	0.00358458
0.126984	0.181197	0.000261205	0.00359911
0.130929	0.140854	0.000236471	0.00360785
0.134875	0.110789	0.000216948	0.00361868
0.13882	0.0871457	0.000201854	0.00363143
0.142765	0.0687039	0.000187302	0.00363788
0.14671	0.0549125	0.000177876	0.00364337
0.150656	0.0449146	0.00016934	0.00365094
0.154601	0.0367509	0.000162281	0.00365855
0.158546	0.0307682	0.000156078	0.00365961
0.162492	0.0264541	0.000152089	0.00366568
0.166437	0.0231269	0.000147833	0.00367548
0.170382	0.0206571	0.000144474	0.003678
0.174328	0.0188646	0.000141298	0.0036881
0.178273	0.0178178	0.000138933	0.00369752
0.182218	0.0169502	0.000136746	0.00370739
0.186164	0.0167622	0.000135435	0.0037235
0.190109	0.0162597	0.000133296	0.00373421
0.194054	0.0165112	0.000131739	0.00374618
0.198	0.0165424	0.000131005	0.00376133
0.201945	0.0165437	0.000129687	0.0037787
0.20589	0.0164682	0.000127455	0.0038005
0.209836	0.0167817	0.000126831	0.00381834
0.213781	0.0168127	0.00012471	0.00383503
0.217726	0.0172319	0.000124403	0.00385296
0.221672	0.0170198	0.000122702	0.00387109
0.225617	0.0166933	0.000121699	0.0038902
0.229562	0.0167615	0.000120171	0.0039064
0.233508	0.016443	0.000118834	0.00392568
0.237453	0.0163643	0.000117833	0.00394254
0.241398	0.0161623	0.000116527	0.00395616
0.245344	0.0160108	0.000115217	0.0039719
